"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"C3KQGRQ3","conferencePaper","2014","Mall, R.; Jumutc, V.; Langone, R.; Suykens, J. A. K.","Representative subsets for big data learning using k-NN graphs","Big Data (Big Data), 2014 IEEE International Conference on","","","10.1109/BigData.2014.7004210","","In this paper we propose a deterministic method to obtain subsets from big data which are a good representative of the inherent structure in the data. We first convert the large scale dataset into a sparse undirected k-NN graph using a distributed network generation framework that we propose in this paper. After obtaining the k-NN graph we exploit the fast and unique representative subset (FURS) selection method [1], [2] to deterministically obtain a subset for this big data network. The FURS selection technique selects nodes from different dense regions in the graph retaining the natural community structure. We then locate the points in the original big data corresponding to the selected nodes and compare the obtained subset with subsets acquired from state-of-the-art subset selection techniques. We evaluate the quality of the selected subset on several synthetic and real-life datasets for different learning tasks including big data classification and big data clustering.","2014-10","2016-04-04 11:09:37","2016-04-04 16:54:54","","37-42","","","","","","","","","","","","","","","","","","","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/BB5MQ8AH/2014_representative-subsets-knn_mall","","big data; big data classification; big data clustering; big data learning; Communities; entropy; fast and unique representative subset selection method; FURS; graph theory; kernel; learning (artificial intelligence); natural community structure; pattern classification; pattern clustering; Predictive models; real-life datasets; representative subsets; sparse undirected k-NN graph; Standards; synthetic datasets; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E89EVSDF","conferencePaper","2015","Kulau, U.; Breuer, T.; Wolf, L.","A clustering-based characteristic model for unreliable Sensor Network data","2015 IEEE 2nd World Forum on Internet of Things (WF-IoT)","","","10.1109/WF-IoT.2015.7389079","","Wireless Sensor Networks (WSNs) that are deployed outdoors suffer from rough environmental conditions. Moreover, cheap hardware or energy management techniques like undervolting might lead to inaccurate sensing results and, thus, unreliable data. Hence we propose a characteristic model of every sensor node's data to derive the `normal' behavior of sensors statistically. Beside massively reducing the total amount of sensed data, this representative model can be used to detect discordant values and redundancies between nodes. Theoretical considerations as well as a functionality test of a server implementation with real WSN nodes show the features of this approach.","2015-12","2016-04-04 10:53:34","2016-04-04 10:53:34","","351-356","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=7389079&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","Classification algorithms; Clustering algorithms; clustering-based characteristic model; Data models; Eigenvalues and eigenfunctions; energy management technique; functionality test; Mathematical model; pattern clustering; redundancy; telecommunication network reliability; unreliable sensor network data; wireless sensor network; wireless sensor networks; WSN; Yttrium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE 2nd World Forum on Internet of Things (WF-IoT)","","","","","","","","","","","","","","",""
"EF8QRDFS","conferencePaper","2012","Calisaya, D.; Poulin, É; Desbiens, A.; Villar, R. d; Riquelme, A.","Multivariable predictive control of a pilot flotation column","American Control Conference (ACC), 2012","","","10.1109/ACC.2012.6315113","","The aim of this work is the control of hydrodynamic variables of a pilot flotation column working with a three-phase system (air-water-ore) in an industrial environment. Since hydrodynamic variables are closely related to metallurgical and economical performances of the unit, the implementation of such a control strategy is crucial to optimize its operation. The hydrodynamic variables here considered are the gas hold-up in the collection zone and the fraction of wash-water underneath the interface. They are controlled by manipulating gas flow rate and wash-water flow rate respectively. Hydrodynamic variables are controlled through a constrained model predictive control (MPC) strategy. This choice is dictated by the interdependency of these controlled variables and the capability of predictive controllers to handle process constraints. Identification tests lead to a representative model of the system under nominal operating conditions but indicate variations of process behavior with changing operating regimes. Results show good control performances, confirming the potential use of MPC to control hydrodynamic variables for real-time optimization of full-scale flotation columns.","2012-06","2016-04-04 10:53:55","2016-04-04 10:53:55","","4022-4027","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6315113&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","air-water-ore; Conductivity; constrained model predictive control; Feeds; flotation (process); gas flow rate; Hydrodynamics; hydrodynamic variables; industrial environment; Mathematical model; mining; multivariable control systems; multivariable predictive control; pilot flotation column; predictive control; predictive controllers; process behavior; real-time optimization; Sensors; three-phase system; wash-water flow rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","American Control Conference (ACC), 2012","","","","","","","","","","","","","","",""
"GCWGUQK3","journalArticle","2004","Luo, Yan; Yang, Jun; Bhuyan, L. N.; Zhao, Li","NePSim: a network processor simulator with a power evaluation framework","IEEE Micro","","0272-1732","10.1109/MM.2004.52","","This article presents NePSim, an integrated system that includes a cycle-accurate architecture simulator, an automatic formal verification engine, and a parameterizable power estimator for NPs consisting of clusters of multithreaded execution cores, memory controllers, I/O ports, packet buffers, and high-speed buses. To perform concrete simulation and provide reliable performance and power analysis, we defined our system to comply with Intel's IXP1200 processor specification because academia has widely adopted it as a representative model for NP research.","2004-09","2016-04-04 10:53:19","2016-04-04 10:53:19","","34-44","","5","24","","","NePSim","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=1353201&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","Computational modeling; computer architecture; computer networks; digital simulation; Engines; formal verification; formal verification engine; I/O port; Ivcri verification engine; low-power electronics; memory controller; microprocessor chips; multithreaded execution core; NePSim; network processor simulator; Open source software; packet buffer; Performance analysis; Power dissipation; power evaluation; Power system modeling; Power system reliability; Random access memory; SDRAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GREM2MDF","conferencePaper","2015","Bossard, J. A.; Lin, L.; Werner, D. H.","Synthesizing visible mirrors and multispectral filters using fractal random Cantor superlattices","Applied Computational Electromagnetics (ACES), 2015 31st International Review of Progress in","","","","","A novel nature-inspired technique is introduced and employed to synthesize fractal random superlattices with custom mirror and multispectral filter properties in the visible spectrum. Fractal random Cantor bars are utilized as a representative model of superlattice structures found in nature. An important benefit of the design methodology is a reduction in the number of parameters required for optimization by a genetic algorithm (GA).","2015-03","2016-04-04 10:53:32","2016-04-04 10:53:32","","1-2","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=7109616&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","Cantor bar; custom mirror; design engineering; design methodology; Electromagnetics; filtering theory; Fractal; fractal random cantor bars; fractals; genetic algorithm; genetic algorithms; mirrors; multispectral filter; nature inspired technique; Reflection; Scattering; superlattice; Superlattices; superlattice structures; synthesize fractal random cantor superlattice; visible spectrum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Applied Computational Electromagnetics (ACES), 2015 31st International Review of Progress in","","","","","","","","","","","","","","",""
"J24JABB9","journalArticle","2014","Su, Hai; Xing, Fuyong; Lee, Jonah D.; Peterson, Charlotte A.; Yang, Lin","Automatic Myonuclear Detection in Isolated Single Muscle Fibers Using Robust Ellipse Fitting and Sparse Representation","IEEE/ACM Trans. Comput. Biol. Bioinformatics","","1545-5963","10.1109/TCBB.2013.151","http://dx.doi.org/10.1109/TCBB.2013.151","","2014-07","2016-04-04 10:53:37","2016-04-04 16:54:24","","714–726","","4","11","","","","","","","","","","","","","","","","","","","","","all-in-focus image; automatic detection algorithm; automatic myonuclear detection; biomedical optical imaging; Clustering algorithms; discriminative feature selection; ellipse fitting hypotheses; feature selection; final nuclei detection; heteroscedastic errors-in-variables regression; image classification; image fusion; image sampling; image segmentation; isolated single muscle fibers; medical image processing; modified inner geodesic distance based mean-shift clustering algorithm; multifocus image fusion; multiple z-stack images; muscle; Muscles; myonuclear domain size; myonuclei; myonuclei contour segments; natural fibres; nuclei shape; nuclei size variations; out-of-focus regions; overlapping nuclear clumps; pattern clustering; regression analysis; representative training samples; robust ellipse fitting; Robustness; segmentation; Shape; sparse optimization; sparse representation; Training; two-stage sparse model; Vectors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFR4SMZT","conferencePaper","2014","Fahad, A.; Alharthi, K.; Tari, Z.; Almalawi, A.; Khalil, I.","CluClas: Hybrid clustering-classification approach for accurate and efficient network classification","Local Computer Networks (LCN), 2014 IEEE 39th Conference on","","","10.1109/LCN.2014.6925769","","The traffic classification is the foundation for many network activities, such as Quality of Service (QoS), security monitoring, Lawful Interception and Intrusion Detection Systems (IDS). A recent statistics-based approach to address the unsatisfactory results of traditional port-based and payload-based approaches has attracted attention. However, the presence of non-informative attributes and noise instances degrade the performance of this approach. Thus, to address this problem, in this paper, we propose a hybrid clustering-classification approach (called CluClas) to improve the accuracy and efficiency of network traffic classification by selecting informative attributes and representative instances. An extensive empirical study on four traffic data sets shows the effectiveness of our proposed approach.","2014-09","2016-04-04 11:09:36","2016-04-04 16:54:26","","168-176","","","","","","","","","","","","","","","","","","","","","","","","accuracy; CluClas; Clustering algorithms; computer network performance evaluation; Data models; hidden Markov models; hybrid clustering-classification approach; informative attribute selection; measurement; network traffic classification accuracy improvement; network traffic classification efficiency improvement; noise instances; noninformative attributes; pattern classification; pattern clustering; performance degradation; representative instances; security statistics-based approach; statistical analysis; telecommunication traffic; Testing; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUW9ENHA","journalArticle","1985","Willis, H. L.; Tram, H. N.; Powell, R. W.","A Computerized, Cluster Based Method of Building Representative Models of Distribution Systems","IEEE Transactions on Power Apparatus and Systems","","0018-9510","10.1109/TPAS.1985.318897","","An automatic, computerized procedure is used to generate a representative model of a large distribution system. Although the distribution system may have hundreds of feeders, the representative model has only 12, reducing manpower and computer costs in studying major issues such as voltage regulation, equipment loading, and operating policy. This computerized procedure reduces the distribution system to a 12 feeder model using a clustering method that groups feeders into sets of feeders with similar characteristics.","1985-12","2016-04-04 10:53:34","2016-04-04 10:53:34","","3469-3474","","12","PAS-104","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=4113044&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","Clustering algorithms; Clustering methods; Costs; Distributed computing; Performance analysis; power generation economics; Power system analysis computing; Power system modeling; Substations; Voltage control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2JDDCH8","conferencePaper","2013","Krishnan, D. S.; Kanapara, S.; Khirwadkar, S. S.; Patil, Y.","Optimization of functionally graded materials for plasma facing components by finite element methods","2013 IEEE 25th Symposium on Fusion Engineering (SOFE)","","","10.1109/SOFE.2013.6635437","","Plasma Facing Components (PFCs) are made of Tungsten, Copper & CuCrZr heat sink, with Copper casting on Tungsten. Due to vast difference in thermal expansion coefficients (15.4*10-6 to 4.5*10-6 per0 K) between Tungsten and Copper it is proposed to have an interlayer of W/Cu Functionally Graded Material (FGM) between Tungsten and Copper. Present work investigates the effects of the W/Cu Functionally Graded Material (FGM) introduced between Tungsten and Copper interface using finite element method. A representative model problem is formulated to observe different thermal stress characteristics for different compositions of Functionally Graded Material (FGM). Initially a Thermal stress analysis of the model without Functionally Graded Material (FGM) has been performed. A series of Thermal stress simulations (iterations) have been carried out with the introduction of different grades of Functionally Graded Material (FGM) by progressively varying W/Cu compositions. Significant reduction in thermal stresses has been observed at the Tungsten interface region and maximum heat conduction is observed towards Copper. This basic study provides insight into the concept of FGM and lays the foundation of FGM optimisation to control thermal stresses for PFCs.","2013-06","2016-04-04 10:53:28","2016-04-04 10:53:28","","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6635437&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","Copper; copper alloys; Cu; CuCrZr heat sink; Distribution parameter; divertors; FGM; FGM optimisation; finite element analysis; finite element method; functionally graded materials; fusion reactor divertors; heat conduction; Load modeling; Materials; maximum heat conduction; optimisation; plasma facing components; plasma simulation; Plasma temperature; plasma-wall interactions; representative model problem; Stress; thermal expansion; thermal expansion coefficients; Thermal stress; thermal stress analysis; thermal stress characteristics; thermal stresses; thermal stress simulations; Tungsten; tungsten alloys; tungsten interface region; W; WCu; W/Cu compositions; W/Cu functionally graded material","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013 IEEE 25th Symposium on Fusion Engineering (SOFE)","","","","","","","","","","","","","","",""
"NZ2Z8XRD","conferencePaper","2011","Zhao, Y.; Wu, J.; Lu, S.","Efficient SINR Estimating with Accuracy Control in Large Scale Cognitive Radio Networks","Parallel and Distributed Systems (ICPADS), 2011 IEEE 17th International Conference on","","","10.1109/ICPADS.2011.155","","Recently, the SINR-model has been widely utilized in link scheduling, spectrum allocation and other applications. The SINR model requires the receiving power information of all potential link peers, which is usually assumed to be known as priori or following a uniform propagation model. We have performed experiments to illustrate how real power data could improve the performance of the SINR-based applications with considerable margin. Thus, obtaining the real power data through measurements is promising. However, this method faces many challenges. We propose a pathloss model based solution, including a representative link selection method to cut down the measurement pairs; accuracy control to determine the sample size; and a measurement distribution method to shorten the measurement duration. Our experiments show that our solution significantly improves the SINR-based scheduling's performance.","2011-12","2016-04-04 11:09:37","2016-04-04 16:54:33","","549-556","","","","","","","","","","","","","","","","","","","","","","","","accuracy; accuracy control; centralized algorithm; cognitive radio; Estimation; Fading; Interference; large scale cognitive radio networks; link scheduling; Mathematical model; measurement distribution method; pathloss model; power information; Power measurement; representative link selection method; scheduling; Signal to noise ratio; SINR estimation; spectrum allocation; spectrum assignment; telecommunication control; throughput optimization; uniform propagation model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWJZ4ZHS","conferencePaper","2013","Liu, Z.; Luo, L.; Li, W. J.","Robust crowdsourced learning","2013 IEEE International Conference on Big Data","","","10.1109/BigData.2013.6691593","","In general, a large amount of labels are needed for supervised learning algorithms to achieve satisfactory performance. It's typically very time-consuming and money-consuming to get such kind of labeled data. Recently, crowdsourcing services provide an effective way to collect labeled data with much lower cost. Hence, crowdsourced learning (CL), which performs learning with labeled data collected from crowdsourcing services, has become a very hot and interesting research topic in recent years. Most existing CL methods exploit only the labels from different workers (annotators) for learning while ignoring the attributes of the instances. In many real applications, the attributes of the instances are actually the most discriminative information for learning. Hence, CL methods with attributes have attracted more and more attention from CL researchers. One representative model of such kind is the personal classifier (PC) model, which has achieved the state-of-the-art performance. However, the PC model makes an unreasonable assumption that all the workers contribute equally to the final classification. This contradicts the fact that different workers have different quality (ability) for data labeling. In this paper, we propose a novel model, called robust personal classifier (RPC), for robust crowdsourced learning. Our model can automatically learn an expertise score for each worker. This expertise score reflects the inherent quality of each worker. The final classifier of our RPC model gives high weights for good workers and low weights for poor workers or spammers, which is more reasonable than PC model with equal weights for all workers. Furthermore, the learned expertise score can be used to eliminate spammers or low-quality workers. Experiments on simulated datasets and UCI datasets show that the proposed model can dramatically outperform the baseline models such as PC model in terms of classification accuracy and ability to detect spammers.","2013-10","2016-04-04 10:53:33","2016-04-04 10:53:33","","338-343","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6691593&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","Accuracy; CL; classification accuracy; crowdsourced learning; crowdsourcing; crowdsourcing services; data labeling; expertise score; final classification; labeled data; Labeling; learned expertise score; learning (artificial intelligence); Logistics; low-quality workers; Noise measurement; Optimization; pattern classification; PC; personal classifier model; robust crowdsourced learning; robustness; robust personal classifier; RPC; simulated datasets; spammers; supervised learning; supervised learning algorithms; Training; ubiquitous computing; UCI datasets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013 IEEE International Conference on Big Data","","","","","","","","","","","","","","",""
"R5A8PIAN","conferencePaper","1998","Castellanos, P.; Angel, P. del; Medina, V.; Charleston, S.; Ondarza, R.","Brain structures deformation to obtain anatomical averages","Proceedings of the 20th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, 1998","","","10.1109/IEMBS.1998.745508","","Anatomic and functional atlases are very useful tools in stereotactic neurosurgery planning. This work presents a first approximation to the construction of an anatomical human brain atlas, which can be considered as a representative model of the local population. The atlas is built up from MRI stacks, obtained with a 1.5 T imager which is able to produce a 1.5 mm resolution. The proposed approach allows the authors to obtain an anatomical average, keeping the different brain structures. The anatomical deformations are generated by a modified version of the non-linear Marquardt-Levenberg optimization method and a bidimensional affine transformation using four parameters. The process is carried out in a local way by subdividing the image in regions to provide anatomical deformations using a rigid transformation. It is assumed that the brain structures have been previously segmented and rigidly registered. In order to reduce the discontinuities appearing when reconstructing the resulting image, a cubic B-spline interpolation was used. Preliminary results show a promising method to estimate an anatomical average of brain structures in a bidimensional way","1998-10","2016-04-04 10:53:25","2016-04-04 10:53:25","","675-678 vol.2","","","2","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=745508&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","1.5 mm; 1.5 T; anatomical averages; anatomic atlases; bidimensional affine transformation; bidimensional method; biomedical MRI; brain; Brain modeling; brain structures deformation; cubic B-spline interpolation; functional atlases; Humans; image reconstruction; Image resolution; Image segmentation; image subdividing; interpolation; magnetic resonance imaging; MRI; Neurosurgery; nonlinear Marquardt-Levenberg optimization method; optimisation; Optimization methods; Spline; splines (mathematics); stereotactic neurosurgery planning; surgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 20th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, 1998","","","","","","","","","","","","","","",""
"S8WNZNH4","conferencePaper","2003","Nagroski, A.; Boves, L.; Steeneken, H.","In search of optimal data selection for training of automatic speech recognition systems","Automatic Speech Recognition and Understanding, 2003. ASRU '03. 2003 IEEE Workshop on","","","10.1109/ASRU.2003.1318405","","This paper presents an extended study in the topic of optimal selection of speech data from a database for efficient training of ASR systems. We reconsider a method of optimal selection introduced in our previous work and introduce variosearch as an alternative selection method developed in order to find a representative sample of speech data with a simultaneous control of acoustical and statistical parameters of data selected. Next, we present experiments in which the performance of a standard ASR system trained with data sets selected from a Dutch digits database via different selection methods was compared. The results show that the length of training utterances has a dominant impact on the recognition performance. Therefore, the length of the utterances is a factor that must be taken into account when interpreting phoneme recognition scores.","2003-11","2016-04-04 11:09:37","2016-04-04 16:54:41","","67-72","","","","","","","","","","","","","","","","","","","","","","","","acoustical parameters; ASR system training; Automatic speech recognition; automatic speech recognition systems; Dutch digits database; hidden Markov models; Human factors; Natural languages; Optimal control; optimal data selection; optimisation; performance; phoneme recognition scores; Proposals; recognition performance; representative sample; search problems; Spatial databases; speech processing; speech recognition; statistical analysis; statistical parameters; System testing; Training data; training utterance length; variosearch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQ8A5P84","conferencePaper","1995","Kulkarni, S. Y.; Murthy, K. V. V.; Prasad, N. N. S. S. R. K.; Patro, Y. G. K.","High frequency characterisation of multilayer PCBs",", International Conference on Electromagnetic Interference and Compatibility, 1995","","","10.1109/ICEMIC.1995.501561","","Electronic circuits are complex and are expected to operate at very high frequencies. The circuit performance mainly depends on the type of components used and routing of the interconnections. As the frequency of operation increases, the circuit performance depends heavily on the interconnection net. With the advent of multilayer PCB technology, one can have many interconnection planes along with VCC and ground planes. This multilayer technique reduces the interconnect length considerably. However, this increases the interconnect density and thereby decreases the interconductor spacing. This gives rise to the possible electromagnetic interference which in turn causes crosstalk voltage. We present a powerful technique to characterise multilayer PCBs. The electrical representative model parameters of the multilayer interconnections are estimated using the versatile finite element method. Time-domain analysis of these multilayer multiconductor (MLMC) structures has been performed using “subcircuit method”","1995-12","2016-04-04 10:53:18","2016-04-04 10:53:18","","63-66","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=501561&action=search&sortType=&rowsPerPage=&matchBoolean=true&searchField=Search_All&queryText=(.QT.Representative%20Model.QT.%20AND%20(Clustering%20OR%20Optimization))&newsearch=true","","circuit noise; Circuit optimization; circuit performance; crosstalk; crosstalk voltage; electrical representative model parameters; electromagnetic interference; Electronic circuits; finite element analysis; finite element method; Finite element methods; Frequency; high frequency characterisation; Integrated circuit interconnections; interconductor spacing; interconnect density; interconnection planes; interconnections; interconnect length; MLMC structures; multilayer multiconductor structures; multilayer PCBs; Nonhomogeneous media; parameter estimation; printed circuit layout; printed circuit testing; routing; subcircuit method; time-domain analysis; Voltage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",", International Conference on Electromagnetic Interference and Compatibility, 1995","","","","","","","","","","","","","","",""
"TD2IUUA2","journalArticle","2014","Witheephanich, K.; Escaño, J. M.; Peña, D. Muñoz de la; Hayes, M. J.","A Min-Max Model Predictive Control Approach to Robust Power Management in Ambulatory Wireless Sensor Networks","IEEE Systems Journal","","1932-8184","10.1109/JSYST.2013.2271388","","This paper addresses the problem of transmission power control within a network of resource-constrained wireless sensors that operate within a particular ambient healthcare environment. Sensor data transmitted to a remote base station within the network arrive subject to node location, orientation, and movement. Power is optimally allocated to all channels using a novel resource efficient algorithm. The proposed algorithm is based on a computationally efficient min-max model predictive controller that uses an uncertain linear state-space model of the tracking error that is estimated via local received signal strength feedback. An explicit solution for the power controller is computed offline using a multiparametric quadratic solver. It is shown that the proposed design leads to a robust control law that can be implemented quite readily on a commercial sensor node platform where computational and memory resources are extremely limited. The design is validated using a fully IEEE 802.15.4 compliant testbed using Tmote Sky sensor nodes mounted on fully autonomous MIABOT Pro miniature mobile robots. A repeatable representative selection of scaled ambulatory scenarios is presented that is quite typical of the data that will be generated in this space. The experimental results illustrate that the algorithm performs optimal power assignments, thereby ensuring a balance between energy consumption and a particular outage-based quality of service requirement while robustly compensating for disturbance uncertainties such as channel fading, interference, quantization error, noise, and nonlinear effects.","2014-12","2016-04-04 11:15:54","2016-04-05 13:33:24","","1060-1073","","4","8","","","","","","","","","","","","","","","","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/3WIPU56F/display.html","","ambient healthcare environment; ambulatory wireless sensor networks; Ambulatory wireless sensor networks (WSNs); channel fading; commercial sensor node platform; disturbance uncertainties; energy consumption; fading channels; fully autonomous MIABOT Pro miniature mobile robots; IEEE 802.15.4; IEEE 802.15.4 compliant testbed; IEEE 802.15 Standards; IEEE standards; minimax techniques; min-max model predictive control approach; min-max model predictive controller; min???max model predictive control (MPC); min–max model predictive control (MPC); min-max model predictive control (MPC); multiparametric programming; multiparametric quadratic solver; node location; node movement; node orientation; nonlinear effects; optimal power assignments; outage-based quality of service; piecewise-affine function; power control; power controller; power system management; predictive control; quality of service; quantization error; received signal strength indicator (RSSI)-based power control; repeatable representative selection; resource-constrained wireless sensor; resource-constrained wireless sensors; resource efficient algorithm; robust control; robust control law; Robustness; robust power management; scaled ambulatory scenarios; sensor data; Sensors; telecommunication channels; telecommunication control; Tmote Sky sensor nodes; tracking error; uncertain linear state-space model; Wireless communication; wireless sensor networks","Ambulatory wireless sensor networks (WSNs); IEEE 802.15.4; min-max model predictive control (MPC); multiparametric programming; piecewise-affine function; received signal strength indicator (RSSI)-based power control; resource-constrained wireless sensor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPX5I2GE","conferencePaper","2011","Nguyen, H. T.; Franke, K.; Petrović, S.","A new ensemble-feature-selection framework for intrusion detection","Intelligent Systems Design and Applications (ISDA), 2011 11th International Conference on","","","10.1109/ISDA.2011.6121657","","Feature selection is an important part of a pattern recognition system. A feature selection method is required to be general enough to find representative features from training data, which are then used for classifying test patterns. The situation where the features selected from the training data are quite different from the representative features of the testing data is called over-selecting. The main causes of the over-selecting phenomenon are: non-comprehensive consideration of statistical properties of the training data, heuristic search strategies for feature selection and small sample size of the data set for training. In this paper, we show the influence of the over-selecting phenomenon on the over-fitting phenomenon of machine learning algorithms. We propose a new framework to address principal causes of over-selecting and thus reduce the chance of over-fitting. Our new framework that we call Ensemble Feature Selection measure (EnFS), allows to consider many statistical properties of a given data set at the same time by combining many feature selection methods used in the filter model. From the chosen feature selection measures, a new combined measure is constructed. We also propose a new search algorithm that ensures the globally optimal feature subsets by means of the constructed measure. The new search approach is based on solving a mixed 0-1 linear programming (M01LP) problem by means of the branch-and-bound algorithm. In this M01LP problem, the number of constraints and variables is linear in the number of full set features. In order to evaluate the quality of our EnFS measure, we chose the design of an intrusion detection system (IDS) as a possible application. Experimental results obtained over the KDD CUP'99 benchmarking data set for IDS show that our EnFS measure is capable of reducing over-fitting by addressing over-selecting.","2011-11","2016-04-04 11:15:54","2016-04-04 16:54:18","","213-218","","","","","","","","","","","","","","","","","","","","","","","","branch-and- bound algorithm; Computational modeling; correlation-based feature selection; EnFS measure; ensemble feature selection measures; feature extraction; globally optimal feature subsets; heuristic search strategy; intrusion detection; Intrusion Detection System; learning (artificial intelligence); linear programming; linear programming problem; machine learning algorithm; Machine learning algorithms; mixed 0–1 integer linear programming; mixed 0-1 integer linear programming; noncomprehensive consideration; over fitting phenomenon; Pattern Recognition; pattern recognition system; polynomial mixed 0-1 fractional programming; polynomial mixed 0–1 fractional programming; Polynomials; Programming; representative feature; security of data; set theory; statistical property; Testing; test pattern classification; Training; Training data; tree searching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
