"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4THKQ3IW","conferencePaper","2005","Buchholz, Peter; Thümmler, Axel","Enhancing Evolutionary Algorithms with Statistical Selection Procedures for Simulation Optimization","Proceedings of the 37th Conference on Winter Simulation","978-0-7803-9519-0","","","http://dl.acm.org/citation.cfm?id=1162708.1162855","In this paper, we present an evolution strategy for the optimization of simulation models. Our approach incorporates statistical selection procedures that efficiently select the best individual, where best is defined by the maximum or minimum expected simulation response. We use statistical procedures for the survivor selection during the evolutionary process and for selecting the best individual from a set of candidate best individuals, a so-called elite population, at the end of the evolutionary process. Furthermore, we propose a heuristic selection procedure that reduces a random-size subset, containing the best individual, to at most a predefined size. By means of a stochastic sphere function and a simulation model of a production line, we show that this procedure performs better in terms of number of model evaluations and solution quality than other state-of-the-art statistical selection procedures.","2005","2016-04-05 13:35:55","2016-04-05 15:07:56","2016-04-05 13:35:55","842–852","","","","","","","WSC '05","","","","Winter Simulation Conference","Orlando, Florida","","","","","","ACM Digital Library","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/RFBD5Q3B/Buchholz e Thümmler - 2005 - Enhancing Evolutionary Algorithms with Statistical.pdf; /home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/RGWRCUV2/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C7DXF63","conferencePaper","2004","Sriver, T.A.; Chrissis, J.W.","A framework for mixed-variable optimization under uncertainty using surrogates and statistical selection","","978-1-56347-716-4","","","","A framework for engineering design optimization is presented that combines generalized pattern search (GPS) with ranking and selection (R&S) and surrogate function approximations. This framework is applied to problems with mixed variables (continuous, discrete numeric, and categorical), that are characterized by inherent variation in system performance. The class of algorithms will be described and illustrated on a small numerical example.","2004","2016-04-04 17:51:10","2016-04-04 17:51:10","","3231-3239","","","5","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/RFG3Q4ZE/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Collection of Technical Papers - 10th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference","","","","","","","","","","","","","","",""
"5SNKSBUN","conferencePaper","2003","Hong, L.J.; Nelson, B.L.","An indifference-zone selection procedure with minimum switching and sequential sampling","","","","","","Statistical ranking and selection (R&S) is a collection of experiment design and analysis techniques for selecting the ""population"" with the largest or smallest mean performance from among a finite set of alternatives. R&S procedures have received considerable research attention in the stochastic simulation community, and they have been incorporated in commercial simulation software. One of the ways that R&S procedures are evaluated and compared is via the expected number of samples (often replications) that must be generated to reach a decision. In this paper we argue that sampling cost alone does not adequately characterize the efficiency of ranking-and-selection procedures, and we introduce a new sequential procedure that provides the same statistical guarantees as existing procedures while reducing the expected total cost of application.","2003","2016-04-04 17:51:10","2016-04-04 17:51:10","","474-480","","","1","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/2BHSKBIT/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Winter Simulation Conference Proceedings","","","","","","","","","","","","","","",""
"67FPZRJE","journalArticle","2007","Kemp, G.J.; Meyerspeer, M.; Moser, E.","Absolute quantification of phosphorus metabolite concentrations in human muscle in vivo by 31P MRS: A quantitative review","NMR in Biomedicine","","0952-3480","10.1002/nbm.1192","","31P MRS offers a unique view of muscle metabolism in vivo, but correct quantification is important. Inter-study correlation of estimates of [Pi] and [phosphocreatine (PCr)] in a number of published studies suggest that the main technical problem in calibrated 31P MRS studies is the measurement of PCr and Pi signal intensities, rather than absolute quantification of [ATP]. For comparison, we discuss the few published biopsy studies of calf muscle and a selection of the many studies of quadriceps muscle. The ATP concentration is close to the value that we obtained in calf muscle in our own study, presented here, on four healthy subjects, by localised 31P MRS using a surface coil incorporating an internal reference and calibrated using an external phantom. However, the freeze-clamp biopsy PCr concentration is ∼20% lower than the value obtained by 31P MRS, consistent with PCr breakdown by creatine kinase during freezing. Finally, we illustrate some consequences of uncertainty in resting [PCr] for analysis of mitochondrial function from PCr kinetics using a published 31P MRS study of exercise and recovery: the lower the assumed resting [PCr], the lower the absolute rate of oxidative ATP synthesis estimated from the PCr resynthesis rate; in addition, the lower the assumed resting [PCr], or the higher the assumed [total, creatine], the higher the apparent resting [ADP], and therefore the more sigmoid the relationship between the rate of oxidative ATP synthesis and [ADP]. Correct quantification of resting metabolite concentrations is crucially important for this sort of analysis. Our own results ([PCr] = 33 ± 2 mM, [Pi] = 4.5 ± 0.2 mM, and [ATP] = 8.2 ± 0.4 mM; mean ± SEM) are close to the overall mean values of the 10 published studies on calf muscle by 'calibrated, 31P MRS (as in the present work), and of [PCr] and [Pi] in a representative selection of 'uncalibrated 31P MRS studies (i.e. from measured PCr/ATP and Pi/ATP ratios, assuming a literature value for [ATP]. Copyright © 2007 John Wiley &amp; Sons, Ltd.","2007","2016-04-04 17:48:05","2016-04-04 17:48:05","","555-565","","6","20","","","Absolute quantification of phosphorus metabolite concentrations in human muscle in vivo by 31P MRS","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/2E566NS7/display.html","","","31P MRS; Absolute quantification; Human calf muscle; Mitochondrial function","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HVWDW82","conferencePaper","1991","Lenz, Reiner; Osterberg, Mats","Learning filter systems with maximum correlation and maximum separation properties","","978-0-8194-0578-4","","","","A system that can be used as a feature extraction unit in a low-level pattern recognition system is described. It is assumed that such a system acts as a linear mapping between the pattern space and the feature space. It can therefore be completely described by a number of filter kernels. These filter kernels are usually constructed by the designer of the system. In the approach to filter design described in this paper, the filter kernels are not created manually. Instead, the authors feed the system during the training period with a representative selection of the patterns that they want to recognize. During the training phase, a learning rule (based on a quality function) is used to update the current form of the filter functions. After the training period, there is a filter system that is is optimally adapted to the recognition of this particular set of patterns of interest. In the first part of the paper, some results from work on group theoretical filter design as described. Within this framework, optimal filter functions can be constructed for a large class of pattern recognition problems. These analytical solutions can then be compared with the filter functions learned by our system. The overall structure of the system and several variations of the basic model are described. A quality function is introduced, and a learning filter system is described as an optimization process. This leads to update rules that are significantly different from other, similar, systems investigated previously. Finally, the performance of the system with the help of several examples is demonstrated.","1991","2016-04-04 17:48:05","2016-04-04 17:48:05","","784-795","","","1469","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/MC6UPHVD/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of SPIE - The International Society for Optical Engineering","","","","","","","","","","","","","","",""
"7KISGC9F","conferencePaper","2006","Lee, Loo Hay; Chew, Ek Peng; Teng, Suyan","Integration of Statistical Selection with Search Mechanism for Solving Multi-objective Simulation-optimization Problems","Proceedings of the 38th Conference on Winter Simulation","978-1-4244-0501-5","","","http://dl.acm.org/citation.cfm?id=1218112.1218170","In this paper, we consider a multi-objective simulation optimization problem with three features: huge solution space, high uncertainty in performance measures, and multi-objective problem which requires a set of nondominated solutions. Our main purpose is to study how to integrate statistical selection with search mechanism to address the above difficulties, and to present a general solution framework for solving such problems. Here due to the multi-objective nature, statistical selection is done by the multi-objective computing budget allocation (MOCBA) procedure. For illustration, MOCBA is integrated with two meta-heuristics: multi-objective evolutionary algorithm (MOEA) and nested partitions (NP) to identify the nondominated solutions for two inventory management case study problems. Results show that, the integrated solution framework has improved both search efficiency and simulation efficiency. Moreover, it is capable of identifying a set of non-dominated solutions with high confidence.","2006","2016-04-05 13:35:55","2016-04-05 15:08:04","2016-04-05 13:35:55","294–303","","","","","","","WSC '06","","","","Winter Simulation Conference","Monterey, California","","","","","","ACM Digital Library","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/TDD679VT/Lee et al. - 2006 - Integration of Statistical Selection with Search M.pdf; /home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/MRUCUVM9/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SDS3VQH","journalArticle","2006","Dewar, R.C.; Juretić, D.; Županović, P.","The functional design of the rotary enzyme ATP synthase is consistent with maximum entropy production","Chemical Physics Letters","","0009-2614","10.1016/j.cplett.2006.08.095","","We show that the molecular motor ATP synthase has evolved in accordance with the statistical selection principle of Maximum Shannon Entropy and one of its corollaries, Maximum Entropy Production. These principles predict an optimal angular position for the ATP-binding transition close to the experimental value; an inverse relation between the optimal gearing ratio and the proton motive force (pmf); optimal operation at an inflection point in the curve of ATP synthesis rate versus pmf, enabling rapid metabolic control; and a high optimal free energy conversion efficiency. Our results suggest a statistical interpretation for the evolutionary optimization of ATP synthase function. © 2006 Elsevier B.V. All rights reserved.","2006","2016-04-04 17:51:10","2016-04-04 17:51:10","","177-182","","1-3","430","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/FX8VATBF/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7U8N7QQ6","conferencePaper","2013","Kumar, V.; Hahn, J.; Zoubir, A.M.","Band selection for hyperspectral images based on self-tuning spectral clustering","","978-0-9928626-0-2","","","","Hyperspectral imaging (HSI) is an emerging technique,which allows to consistently capture images in the visible as well as infrared light range. Many materials can be easily discriminated by means of their spectra, rendering HSI an interesting method for the reliable classification of contents in a scene. As the number of features for each pixel in hyperspectral images is considerably high, further processing and classification is time consuming and stresses resources. Thus, efficient methods to select useful bands are required. We present a novel two-step scheme based on a clustering approach followed by representatives selection from each cluster. The classification results of real hyperspectral images demonstrate that the proposed method easily outperforms common as well as state-of-the-art methods. © 2013 EURASIP.","2013","2016-04-04 17:48:05","2016-04-04 17:48:05","","","","","","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/ZP7WS396/display.html","","","band selection; Classification; Hyperspectral imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","European Signal Processing Conference","","","","","","","","","","","","","","",""
"93SG4FKQ","journalArticle","2014","Darriba, D.; Taboada, G.L.; Doallo, R.; Posada, D.","High-performance computing selection of models of DNA substitution for multicore clusters","International Journal of High Performance Computing Applications","","1094-3420","10.1177/1094342013495095","","This paper presents the high-performance computing (HPC) support of jModelTest2, the most popular bioinformatic tool for the statistical selection of models of DNA substitution. As this can demand vast computational resources, especially in terms of processing power, jModelTest2 implements three parallel algorithms for model selection: (1) a multithreaded implementation for shared memory architectures; (2) a message-passing implementation for distributed memory architectures, such as clusters; and (3) a hybrid shared/distributed memory implementation for clusters of multicore nodes, combining the workload distribution across cluster nodes with a multithreaded model optimization within each node. The main limitation of the shared and distributed versions is the workload imbalance that generally appears when using more than 32 cores, a direct consequence of the heterogeneity in the computational cost of the evaluated models. The hybrid shared/distributed memory version overcomes this issue reducing the workload imbalance through a thread-based decomposition of the most costly model optimization tasks. The performance evaluation of this HPC application on a 40-core shared memory system and on a 528-core cluster has shown high scalability, with speedups of the multithreaded version of up to 32, and up to 257 for the hybrid shared/distributed memory implementation. This can represent a reduction in the execution time of some analyses from 4 days down to barely 20 minutes. The implementation of the three parallel execution strategies of jModelTest2 presented in this paper are available under a GPL license at http://code.google.com/jmodeltest2. © The Author(s) 2013.","2014","2016-04-04 17:51:10","2016-04-04 17:51:10","","112-125","","1","28","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/C2CV7JUR/display.html","","","High-performance computing (HPC); Message-Passing in Java (MPJ); multicore cluster; nucleotide substitution; Performance evaluation; phylogeny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"965I29IA","conferencePaper","2014","Tien, S.-L.A.; Taylor, C.; Wanke, C.","Representative weather-impact scenarios for strategic traffic flow planning","","978-1-62410-282-0","","","","This paper proposes a methodology for using ensemble weather forecasts to assist in air traffic flow contingency management. Specifically, the weather ensemble members are converted into scenarios of weather impact, and performance metrics are formulated to assess the similarity of these scenarios. Metrics for measuring weather impacts on both en route sectors and airports are considered in scenario clustering. Representative scenarios are selected using a proposed index, which quantifies the representativity of scenarios and addresses the requirements of representative selections. In a quantitative experiment, historical demand and weather forecast data from a sample weather day are simulated to demonstrate the proposed methodology. When combining en route and terminal impact metrics, a weighting approach between two metric categories is employed to reflect operational preferences since their tradeoff may influence the clustering results as well as the representative selection. Lastly, the strategic flow management plans for a few selected representative scenarios are developed and their performance results are analyzed. It shows that the scenarios in the same cluster have a similar response to the plan that is the most effective on its representative scenario.","2014","2016-04-04 17:48:05","2016-04-04 17:48:05","","","","","","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/5PP9ITDJ/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AIAA AVIATION 2014 -14th AIAA Aviation Technology, Integration, and Operations Conference","","","","","","","","","","","","","","",""
"9J2T5DQT","journalArticle","1993","Gola, M.M.; Soma, A.","Design of a carbon fiber robot: Architectural choices and design balancing","Lecture Notes in Control and Information Sciences","","0170-8643","","","The design of a machine, and therefore also the design of the structure and mechanisms of the high performance robot here described, is obviously a very demanding task in which design expertise, architectural choices and algorithmic optimization analyses are so intertwined that only with difficulty can the designer state it as a logical sequence of decisions. The case under examination proves to be no exception to this; an illustration is attempted here of the process which eventually led to the definitive choices for the robot. In the first part the objectives of the design are stated, and description is made of a representative selection of the different architectures and variants which have been proposed to the desired goal, All the constructional choices have been weighted in the light of different needs, such as cost, mantainability, dynamic performance, production technology, ease of assembly. During this phase, decisions were taken on the bases of qualitative projections or of comparative merits between different solution, with the aid of simple engineering calculations not reported here. Once the final architecture was attained, a general analysis was formulated through a full finite element model; however, a number of critical components had stiffness values which were very difficult to correctly predict. It proved therefore mandatory to employ identification methods, some of them original and specially developed from these authors, making use of experimental data from preliminary prototypes. Brief reference is made to these methods. In the final stage, attention was focused on the relation between stiffness of main bearings and of structural members. It was then possible to clarify the limitations of different choices in terms of static strength and of frequency response, and to balance the design. © 1993, Springer Verlag. All Rights Reserved.","1993","2016-04-04 17:48:05","2016-04-04 17:48:05","","275-284","","","187","","","Design of a carbon fiber robot","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/5ZERSKUS/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PQ8SA2R","journalArticle","2015","Liebman, E.; Chor, B.; Stone, P.","Representative Selection in Nonmetric Datasets","Applied Artificial Intelligence","","0883-9514","10.1080/08839514.2015.1071092","","This study considers the problem of representative selection: choosing a subset of data points from a dataset that best represents its overall set of elements. This subset needs to inherently reflect the type of information contained in the entire set, while minimizing redundancy. For such purposes, clustering might seem like a natural approach. However, existing clustering methods are not ideally suited for representative selection, especially when dealing with nonmetric data, in which only a pairwise similarity measure exists. In this article we propose δ-medoids, a novel approach that can be viewed as an extension of the k-medoids algorithm and is specifically suited for sample representative selection from nonmetric data. We empirically validate δ-medoids in two domains: music analysis and motion analysis. We also show some theoretical bounds on the performance of δ-medoids and the hardness of representative selection in general. Copyright © 2015 Taylor & Francis Group, LLC.","2015","2016-04-04 17:48:05","2016-04-04 17:48:05","","807-838","","8","29","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/426HJ5VK/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RIKVAHE","journalArticle","2001","Benedict, S.H.; Cardinale, R.M.; Wu, Q.; Zwicker, R.D.; Broaddus, W.C.; Mohan, R.","Intensity-modulated stereotactic radiosurgery using dynamic micro-multileaf collimation","International Journal of Radiation Oncology Biology Physics","","0360-3016","10.1016/S0360-3016(01)01487-0","","Purpose: The implementation of dynamic leaf motion on a micro-multileaf collimator system provides the capability for intensity-modulated stereotactic radiosurgery (IMSRS), and the consequent potential for improved dose distributions for irregularly shaped tumor volumes adjacent to critical organs. This study explores the use of IMSRS to provide improved tumor coverage and normal tissue sparing for small cranial tumors relative to plans based on multiple fixed uniform-intensity beams or traditional circular collimator arc-based stereotactic techniques. Methods and Materials: Four patient cases involving small brain lesions are presented and analyzed. The cases were chosen to include a representative selection of target shapes, number of targets, and adjacent critical areas. Patient plans generated for these comparisons include standard arcs with multiple circular collimators, and fixed noncoplanar static fields with uniform-intensity beams and IMSRS. Parameters used for evaluation of the plans include the percentage of irradiated volume to tumor volume (PITV), normal tissue dose-volume histograms, and dose-homogeneity ratios. All IMSRS plans were computed using previously established IMRT techniques adapted for use with the BrainLAB M3 micro-multileaf collimator. The algorithms comprising the IMRT system for optimization of intensity distributions and conversion into leaf trajectories of the BrainLab M3 were developed at our institution. The ADAC Pinnacle 3 radiation treatment-planning system was used for dose calculations and for input of contours for target volumes and normal critical structures. Results: For all cases, the IMSRS plans showed a high degree of conformity of the dose distribution with the target shape. The IMSRS plans provided either (1) a smaller volume of normal tissue irradiated to significant dose levels, generally taken as doses greater than 50% of the prescription, or (2) a lower dose to an important adjacent critical organ. The reduction in volume of normal tissue irradiated in the IMSRS plans ranged from 10% to 50% relative to the other arc and uniform fixed-field plans. Conclusion: The case studies presented for IMSRS demonstrate significant dosimetric improvements for small, irregularly shaped lesions of the brain when compared to treatments using multiple static fields or standard SRS arc techniques with circular collimators. For all cases, the IMSRS plan yielded a smaller volume of normal tissue irradiated, and/or a reduction in the volume of an adjacent critical organ (i.e., brainstem) irradiated to significant dose levels. Copyright © 2001 Elsevier Science Inc.","2001","2016-04-04 17:48:05","2016-04-04 17:48:05","","751-758","","3","50","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/VZKQABIU/display.html","","","Intensity-modulated radiotherapy; Micro-multileaf collimation; Stereotactic radiosurgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9MJMCKM","journalArticle","2006","Vedani, A.; Dobler, M.; Lill, M.A.","The challenge of predicting drug toxicity in silico","Basic and Clinical Pharmacology and Toxicology","","1742-7835","10.1111/j.1742-7843.2006.pto_471.x","","Poor pharmacokinetics, side effects and compound toxicity are frequent causes of late-stage failures in drug development. A safe in silico identification of adverse effects triggered by drugs and chemicals would be highly desirable as it not only bears economical potential but also spawns a variety of ecological benefits: sustainable resource management, reduction of animal models and possibly less risky clinical trials. In computer-aided drug discovery, both existing and hypothetical compounds may be studied; the methods are fast, reproducible, and typically based on human bioregulators, making the question of transferability obsolete. In the recent past, our laboratory contributed towards the development of in silico concepts (→ multi-dimensional QSAR) and validated a series of ""virtual test kits"" based on the oestrogen, androgen, thyroid, and aryl hydrocarbon receptor (endocrine disruption, receptor-mediated toxicity) as well as on the enzyme cytochrome P450 3A4 (metabolic transformations, drug-drug interactions). The test kits are based on the three-dimensional structure of their target protein (i.e. ERαβ, AR, TRαβ, CYP450) or a surrogate thereof (AhR) and were trained using a representative selection of 362 substances. Subsequent evaluation of 107 compounds different therefrom showed that binding affinities are predicted close to experimental uncertainty. These results suggest that our approach is suited for the in silico identification of adverse effects triggered by drugs and chemicals and encouraged us to compile an Internet Database for the virtual screening of drugs and chemicals for toxic effects. © Basic &amp; Clinical Pharmacology &amp; Toxicology 2006.","2006","2016-04-04 17:48:05","2016-04-04 17:48:05","","195-208","","3","99","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/93XIBK4E/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AA4NZDVU","journalArticle","2011","Chu, W.-T.; Li, C.-J.; Tseng, S.-C.","Travelmedia: An intelligent management system for media captured in travel","Journal of Visual Communication and Image Representation","","1047-3203","10.1016/j.jvcir.2010.10.008","","A media management system exploiting characteristics of travel media is designed to facilitate efficient management and browsing. According to travel schedules, travel media often have implicit thematic structure. Correlation between different modalities also provides implicit cues to media analysis. In this system, we exploit techniques of near-duplicate detection to select representative photos, and determine region-of-interest in photos to enhance browsing experience. For face-name association, a face clustering module based on visual language models is constructed. To systematically segment travel videos of bad visual quality and significant motion, we explore correlation between photos and videos based on approximate visual word histogram matching. Experimental results demonstrate the effectiveness of the proposed approaches and show that they are practical functions. © 2010 Elsevier Inc. All rights reserved.","2011","2016-04-04 17:48:05","2016-04-04 17:48:05","","93-104","","1","22","","","Travelmedia","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/25MGGEXQ/display.html","","","Face clustering; Photo browsing; Region of interest; Representative selection; Travel media management; Vector space model; Video scene detection; Visual words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAJXI3VD","conferencePaper","2014","Jindaluang, W.; Chouvatut, V.; Kantabutra, S.","Under-sampling by algorithm with performance guaranteed for class-imbalance problem","","978-1-4799-4963-2","","10.1109/ICSEC.2014.6978197","","Class-imbalance problem is the problem that the number, or data, in the majority class is much more than in the minority class. Traditional classifiers cannot sort out this problem because they focus on the data in the majority class than on the data in the minority class, and then they predict some upcoming data as the data in the majority class. Under-sampling is an efficient way to handle this problem because this method selects the representatives of the data in the majority class. For this reason, under-sampling occupies shorter training period than over-sampling. The only problem with the under-sampling method is that a representative selection, in all probability, throws away important information in a majority class. To overcome this problem, we propose a cluster-based under-sampling method. We use a clustering algorithm that is performance guaranteed, named k-centers algorithm, which clusters the data in the majority class and selects a number of representative data in many proportions, and then combines them with all the data in the minority class as a training set. In this paper, we compare our approach with k-means on five datasets from UCI with two classifiers: 5-nearest neighbors and c4.5 decision tree. The performance is measured by Precision, Recall, F-measure, and Accuracy. The experimental results show that our approach has higher measurements than the k-means approach, except Precision where both the approaches have the same rate. © 2014 IEEE.","2014","2016-04-04 17:48:05","2016-04-04 17:48:05","","215-221","","","","","","","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.1109/ICSEC.2014.6978197","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/IISZIPUU/display.html","","","Classification; Class-imbalance problem; K-centers algorithm; Under-sampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 International Computer Science and Engineering Conference, ICSEC 2014","","","","","","","","","","","","","","",""
"B4EPRT8U","conferencePaper","2008","Arslan, U.; McCartney, M.P.; Bhargava, M.; Li, X.; Mai, K.; Pileggi, L.T.","Variation-tolerant SRAM sense-amplifier timing using configurable replica bitlines","","","","10.1109/CICC.2008.4672108","","A configurable replica bitline (cRBL) technique for controlling sense-amplifier enable (SAE) timing for small-swing bitline SRAMs is described. Post-silicon selection of a subset of replica bitline driver cells from a statistically designed pool of cells facilitates precise SAE timing. An exponential reduction in timing variation is enabled by statistical selection of driver cells, which can provide 14x reduction in SAE timing uncertainty with 200x less area and power than a conventional RBL with equivalent variation control. We describe the post-silicon test and configuration methodology necessary for cRBLs. To demonstrate the efficacy of the proposed cRBL technique, we present measured results from a 90nm bulk CMOS 64kb SRAM testchip. ©2008 IEEE.","2008","2016-04-04 17:51:10","2016-04-04 17:51:10","","415-418","","","","","","","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.1109/CICC.2008.4672108","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/JEGENTJR/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Custom Integrated Circuits Conference","","","","","","","","","","","","","","",""
"BBFA4IMX","conferencePaper","2004","Pinkers, R.P.J.; Knijnenburg, P.M.W.; Haneda, M.; Wijshoff, H.A.G.","Statistical selection of compiler options","","978-0-7695-2251-7","","10.1109/MASCOT.2004.1348305","","Compilers have many switches or options that enable certain code optimizations. However, it is well known that the optimal set of options to be turned on is dependent on both the application as well as the target architecture. In many cases, standard settings like -O3 produce suboptimal results due to negative interference of some of the options they contain. In this paper, we propose an automatic iterative procedure to turn on or to turn off compiler options. This procedure is based on Orthogonal Arrays that are used for a statistical analysis of profile information to calculate the main effect of the options. We show that our approach outperforms -O3 of GCC on six SPEC benchmarks. © 2004 IEEE.","2004","2016-04-04 17:51:10","2016-04-04 17:51:10","","494-501","","","","","","","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.1109/MASCOT.2004.1348305","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/TV9M76JR/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - IEEE Computer Society's Annual International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunications Systems, MASCOTS","","","","","","","","","","","","","","",""
"BNSZ383X","conferencePaper","2011","Witheephanich, K.; De, La Peña; Hayes, M.J.","Min-max model predictive power control strategy for CDMA cellular networks","","978-3-902661-93-7","","10.3182/20110828-6-IT-1002.02134","","This paper applies an open-loop min-max MPC strategy to the uplink radio power control problem for a CDMA cellular network assessed over time-varying channels. The new power control algorithm is shown to robustly compensate for channel fading uncertainty as well as to reduce the effect of interference. This is achieved by implementing a computationally efficient min-max MPC mechanism based on a simple model of the tracking error that is estimated at each sampling time from the local SINR. The numerical efficiency of the resulting design is benchmarked against a number of existing strategies via a representative selection of simulation scenarios. © 2011 IFAC.","2011","2016-04-04 17:48:05","2016-04-04 17:48:05","","5657-5662","","","18","","","","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.3182/20110828-6-IT-1002.02134","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/6QMU3Q9I/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IFAC Proceedings Volumes (IFAC-PapersOnline)","","","","","","","","","","","","","","",""
"BU69X3Q8","conferencePaper","2015","Ouyang, C.-S.","Feature selection with a supervised similarity-based k-medoids clustering","","978-1-4799-4216-9","","10.1109/ICMLC.2014.7009669","","A supervised similarity-based k-medoids (SSKM) clustering algorithm is proposed for feature selection in classification problems. The set of original features is iteratively partitioned into k clusters, each of which is composed of similar features and represented by a feature yielding the maximum total of similarities with the other features in the duster. A supervised similarity measure is introduced to evaluate the similarity between two features for incorporating information of class labels of training patterns during clustering and representative selection. Experimental results show that our proposed method can select a more effective set of features for classification problems. © 2014 IEEE.","2015","2016-04-04 17:48:05","2016-04-04 17:48:05","","562-566","","","2","","","","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.1109/ICMLC.2014.7009669","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/9DMNAK29/display.html","","","Classification; Dimension reduction; Feature selection; K-medoids; Mutual information; Supervised similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Machine Learning and Cybernetics","","","","","","","","","","","","","","",""
